Provider;Country;Duration;Workload;Examination;Certificate;Languaage;Date;Subject;Tags;Subtitles;Course.name;NA
Coursera;USA;13 Weeks;6-12 hours/week;No Exam and/or Final Project information;Yes, Statement of Accomplishment (Free);English;Dec 1st 2014;The ability to calculate with large and small numbers. A familiarity with the rudiments of high-school algebra. A basic background in science at a high school level.;PhysicsTeacher Professional Development;AstronomyUniversePhysics;Introduction to Astronomy (Coursera);Duke University
Coursera;USA;6 Weeks;7-9 hours/week;Yes, Free Exam and/or Final Project;Yes, Statement of Accomplishment (Free);English;Dec 1st 2014;Concurrent enrollment in an AP* AB or BC Calculus course, or prior exposure to the material in AP* AB or BC Calculus.;Mathematics;CalculusAP CalculusMathMathematics;Preparing for the AP* Calculus AB and BC Exams (Part 2 - Integral Calculus) (Coursera);University of Houston System
Miríada X;Argentina;4 Weeks;3 hours/week;No Exam and/or Final Project information;No certificate information;Spanish;Dec 1st 2014;Ninguno;Music, Film & Audio;Cinematic LanguageImageFilm;Introducción al lenguaje cinematográfico (Miríada X);Universidad Nacional de Quilmes
OpenLearning;Australia;Self Paced;Self study;No Exam and/or Final Project information;Yes, Statement of Accomplishment (Free);English;Self Paced ;Business & Management;Lean Six SigmaBusinessProductivity;Apply Lean Six Sigma - Fundamentals Skills & Knowledge (OpenLearning);Apply Lean Six Sigma - Fundamentals Skills & Knowledge (OpenLearning);InteGlobal GSBP
FutureLearn;United Kingdom;2 Weeks;3 hours/week;No Exam and/or Final Project information;Yes, Verified Certificate (Paid);English;Dec 1st 2014;There are no previous requirements needed to take part in this course.;Social Sciences;MindCognitive SciencesCognitive Poetics;How to Read a Mind (FutureLearn);The University of Nottingham
edX;USA;8 Weeks;2-4 hours/week;No Exam and/or Final Project information;Yes, Statement of Accomplishment or Verified Certificate;English;Dec 1st 2014;None. ;Biology & Life Sciences;AP Biology ExamBiologyGeneticsDNA;AdvBIO.2x: Preparing for the AP Biology Exam – Part 2: Genetics (edX);RiceX
Canvas Network;USA;Self Paced;Self study;No Exam and/or Final Project information;No certificate information;English;Self Paced ;Intended for educators or professionals.;Health & SocietyMedicine & Pharmacology;HealthMedicineACLSLife SupportMedical Education;Advanced Cardiac Life Support (Canvas.net);National Health Care Provider Solutions
GW Online;USA;Course length not available;Self study;No Exam and/or Final Project information;No certificate information;English;Nov 30th 2014;The only prerequisite is an interest to learn!;Computer Science: Programming & Software EngineeringEngineering;EngineeringComputingPython;JITcode: Just-in-Time Online Modules in Engineering Computing (GW Online);George Washington University
Digital Business Academy;United Kingdom;Self Paced;Self study;No Exam or Final Project;Yes, Statement of Accomplishment (Free);English;Self Paced ;No specific background or pre-qualifications required.  ;Business & ManagementEconomics & Finance;BusinessFinanceCash FlowsFinancial Management;Master Finance for Your Business (DBA);Cambridge University Judge Business School
Digital Business Academy;United Kingdom;Self Paced;Self study;No Exam or Final Project;Yes, Statement of Accomplishment (Free);English;Self Paced ;No specific background or pre-qualifications required.   ;Business & ManagementMarketing & Communication;Digital MarketingMarketingMarketing Campaign;Run a Digital Marketing Campaign (DBA);Founder Centric
Digital Business Academy;United Kingdom;Self Paced;Self study;No Exam or Final Project;Yes, Statement of Accomplishment (Free);English;Self Paced ;No specific background or pre-qualifications required.  ;Business & ManagementMarketing & Communication;MarketingMarketing StrategyBusiness;Make a Marketing Plan (DBA);Cambridge University Judge Business School
Digital Business Academy;United Kingdom;Self Paced;Self study;No Exam or Final Project;Yes, Statement of Accomplishment (Free);English;Self Paced ;No specific background or pre-qualifications required.  ;Business & Management;Digital BusinessDigital ProductBusiness;Develop and Manage a Digital Product (DBA);Founder Centric
Digital Business Academy;United Kingdom;Self Paced;Self study;No Exam or Final Project;Yes, Statement of Accomplishment (Free);English;Self Paced ;No specific background or pre-qualifications required.  ;Business & Management;BusinessOnline BusinessDigital BusinessBusiness Skills;Size Up Your Idea (DBA);University College London
Digital Business Academy;United Kingdom;Self Paced;Self study;No Exam or Final Project;Yes, Statement of Accomplishment (Free);English;Self Paced ;No specific background or pre-qualifications required.  ;Business & Management;Digital BusinessBusinessBusiness SkillsStocksSales;Set Up a Digital Business (DBA);University College London
Digital Business Academy;United Kingdom;Self Paced;Self study;No Exam or Final Project;Yes, Statement of Accomplishment (Free);English;Self Paced ;No specific background or pre-qualifications required.   ;Business & ManagementMarketing & Communication;BrandsBusiness;Build a Brand (DBA);Cambridge University Judge Business School
Digital Business Academy;United Kingdom;Self Paced;Self study;No Exam or Final Project;Yes, Statement of Accomplishment (Free);English;Self Paced ;No specific background or pre-qualifications required.  ;Business & ManagementMarketing & Communication;Digital MarketingMarketingBusinessDigital Business;Understanding Digital Marketing Channels (DBA);Founder Centric
Coursera;Taiwan;7 Weeks;6-7 hours/week;No Exam and/or Final Project information;Yes, Statement of Accomplishment (Free);Chinese;Nov 27th 2014;須具備微積分基礎，以及對於基礎牛頓力學和波動力學的概念。;Physical & Earth Sciences;Classical MechanicsPhysicsElectromagnetism;普通物理學 - 電磁學、光學及近代物理 (Coursera);National Taiwan University
Miríada X;Spain;7 Weeks;2-3 hours/week;No Exam and/or Final Project information;Yes, Statement of Accomplishment or Verified Certificate;Spanish;Nov 25th 2014;Nivel básico microbiología (nivel de instituto/bachillerato);Biology & Life SciencesHealth & SocietyMedicine & Pharmacology;MicrobiologyMicrobesBiologyBacteriaVirus;Los microbios que te rodean (Miríada X);Universidad de Navarra
edX;Netherlands;5 Weeks;6-8 hours/week;No Exam and/or Final Project information;Yes, Statement of Accomplishment (Free);English;Nov 25th 2014;Open mind, interested in ethical aspects and a multidisciplinary approach.;EngineeringHealth & SocietyHumanities;InnovationEthicsTechnological InnovationsSocietyResponsible Innovations;RI101x: Responsible Innovation (edX);DelftX
Coursera;China;5 Weeks;2-4 hours/week;No Exam and/or Final Project information;No certificate information;Chinese;Nov 24th 2014;无需基础;Art, Architecture, and DesignMusic, Film & Audio;FilmMicro Film;微影人的自我修养 (Coursera);Fudan University
Coursera;Russia;6 Weeks;2-8 hours/week;No Exam and/or Final Project information;Yes, Statement of Accomplishment (Free);English;Nov 24th 2014;Basic knowledge in Economics (both Macro- and Microeconomics) and Political Science on the undergraduate level.;Economics & Finance;EconomicsMarketsGlobal Economy;Economics of Transition and Emerging Markets (Coursera);Higher School of Economics (HSE) - National Research University
Neodemia;France;4 Weeks;1-2 hours/week;No Exam and/or Final Project information;No certificate information;French;Nov 24th 2014;Aucun. ;Health & SocietyPersonal & Professional Development;Blood DonationHealthOrgans DonationDiseasesLeukemiaCancerDonor;Devenir ambassadeur Laurette Fugain des dons de vie (Neodemia);Laurette Fugain
Coursera;France;12 Weeks;4-6 hours/week;No Exam and/or Final Project information;Yes, Statement of Accomplishment (Free);French;Nov 24th 2014;Les pré-requis mathématiques sont ceux des classes préparatoires aux grandes écoles ou de L2.;Mathematics;MathProbability;Aléatoire : une Introduction aux Probabilités (Coursera);École Polytechnique
FutureLearn;United Kingdom;4 Weeks;2 hours/week;No Exam and/or Final Project information;Yes, Verified Certificate (Paid);English;Nov 24th 2014;This course is designed for students who do not speak English as their first language. Everyone is welcome to take part in the course. However, students who have an IELTS level of 5.0 and above will gain most from studying on this programme.;EducationPersonal & Professional Development;SkillsInternational StudentsEnglishUniversityEducation;Study Skills for International Students (FutureLearn);University of East Anglia
Coursera;Italy;8 Weeks;2-4 hours/week;Yes, Free Exam and/or Final Project;Yes, Statement of Accomplishment (Free);English;Nov 24th 2014;The course is aimed at anyone interested in the preservation of cultural heritage and teaches the methods and techniques to achieve it.;Humanities;ArchaeologyCultural Heritage3D Reconstruction;Recovering the Humankind Past and Saving the Universal Heritage (Coursera);Sapienza University of Rome
Coursera;USA;Self Paced;Self study;Yes, Free Exam and/or Final Project;No Certificate;English;Self Paced ;This course has no prerequisites and there will be no programming. Literally anyone can and everyone should take this course.;Computer Science: Systems, Security, NetworkingInformation, Technology, and Design;InternetWorld Wide WebComputingNetworkSecurity;Internet History, Technology, and Security (Coursera);University of Michigan
Miríada X;El Salvador;8 Weeks;4 hours/week;No Exam and/or Final Project information;No certificate information;Spanish;Nov 20th 2014;Elementos básicos de programación, elementos de programación orientada a objetos, conocimientos sobre algún IDE de los paquetes de Microsoft.;Computer Science: Programming & Software EngineeringInformation, Technology, and Design;Mobile ApplicationsApplications Development;Introducción al Desarrollo de Aplicaciones Móviles con Windows Phone (Miríada X);Universidad Francisco Gavidia
edX;USA;5 Weeks;1-4 hours/week;No Exam and/or Final Project information;Yes, Statement of Accomplishment or Verified Certificate;English;Nov 20th 2014;Humanities;ChinaModern China;SW12.9x: China (Part 9): Communist Liberations (edX);SW12.9x: China (Part 9): Communist Liberations (edX);HarvardX
Miríada X;El Salvador;5 Weeks;10 hours/week;No Exam and/or Final Project information;No certificate information;Spanish;Nov 20th 2014;Curso de aprendizaje para estudiantes preuniversitarios, universitarios y profesionales.;Economics & Finance;EconomicsEconomic Growth;Crecimiento en la economía global (Miríada X);Universidad Francisco Gavidia
Coursera;China;9 Weeks;4-6 hours/week;No Exam and/or Final Project information;Yes, Statement of Accomplishment (Free);Chinese;Nov 19th 2014;具备逻辑思维能力、高中或以上数学及统计计算能力，就可以。;Business & ManagementEducationHealth & SocietySocial Sciences;Social ResearchSocial SurveysResearch Methods;社会调查与研究方法  (下) Methodologies in Social Research (Part 2) (Coursera);Peking University
edX;USA;13 Weeks;No information;No Exam and/or Final Project information;No certificate information;English;Nov 18th 2014;An understanding of engineering (particularly of mechanics of materials), physics, and chemistry will be beneficial.;Engineering;Composite MaterialsEngineeringComposite Structures;AA432x: Composite Materials Overview for Engineers (edX);UWashingtonX
edX;USA;4 Weeks;5-7 hours/week;No Exam and/or Final Project information;Yes, Statement of Accomplishment (Free);English;Nov 18th 2014;None.;Biology & Life Sciences;NeuroscienceVisionEyeRetinaBrainVisual Cortex;9.01.1x: Light, Spike, and Sight: The Neuroscience of Vision (edX);MITx
EdCast;Sweden;Self Paced;Self study;No Exam and/or Final Project information;No Certificate;English;Self Paced ;HumanitiesSocial Sciences;Sustainable ScienceAnthropocenePlanetary BoundariesResilience ThinkingGlobal Sustainability;Planetary Boundaries and Human Opportunities (EdCast);Planetary Boundaries and Human Opportunities (EdCast);Sustainable Development Solutions Network
